team_home,team_away,date,odds1,oddsX,odds2,result
Palmeiras,Corinthians,2025-04-07,3.05,3.26,1.56,?
Barcelona,Real Madrid,2025-02-17,1.67,2.89,2.16,X
Benfica,Portimonense,2025-03-30,2.06,2.84,2.86,?
Paris Saint-Germain,Marseille,2025-02-22,3.49,3.0,3.15,1
Lazio,Fiorentina,2025-04-04,2.26,2.79,2.61,?
Bologna,Sampdoria,2025-03-03,2.93,2.82,2.01,2
São Paulo,Internacional,2025-04-06,2.11,2.69,1.94,?
Rangers,Aberdeen,2025-02-27,3.11,3.33,3.01,2
Lyon,Lille,2025-03-13,2.21,3.15,3.09,1
Tottenham,West Ham United,2025-02-25,2.97,2.62,3.28,1
Valencia,Villarreal,2025-03-26,2.77,3.45,2.69,?
Paris Saint-Germain,Marseille,2025-04-11,3.42,3.37,1.61,?
Celtic,Rangers,2025-04-04,3.32,3.3,2.72,?
Monza,Spezia,2025-02-22,1.8,3.24,2.0,2
Roma,Napoli,2025-04-08,1.87,3.17,3.07,?
AC Milan,Napoli,2025-04-12,2.56,3.33,3.35,?
Real Sociedad,Athletic Bilbao,2025-04-13,2.67,2.87,2.9,?
Fluminense,Sao Paulo,2025-03-31,3.22,2.51,1.97,?
Benfica,Portimonense,2025-03-25,2.49,2.63,2.63,?
Lyon,Lille,2025-02-26,1.99,2.51,2.27,1
Torino,Cagliari,2025-03-21,1.94,2.62,2.8,?
AC Milan,Napoli,2025-03-29,2.19,2.61,2.98,?
AC Milan,Juventus,2025-04-04,2.78,3.5,2.14,?
AC Milan,Napoli,2025-04-09,3.37,3.04,2.04,?
São Paulo,Internacional,2025-03-25,3.5,3.09,3.3,?
Palmeiras,São Paulo,2025-03-09,2.42,3.03,2.36,X
AC Milan,Napoli,2025-03-19,2.66,2.63,3.18,?
Torino,Cagliari,2025-04-14,3.13,2.67,3.39,?
Persebaya,Arema FC,2025-04-16,2.11,2.85,3.13,?
Real Madrid,Valencia,2025-02-24,3.05,3.1,3.07,2
São Paulo,Internacional,2025-04-14,2.78,2.85,3.09,?
Palmeiras,São Paulo,2025-03-31,3.42,2.78,3.19,?
Lazio,Fiorentina,2025-03-02,2.45,2.5,3.26,2
Boca Juniors,River Plate,2025-02-27,2.11,2.83,1.7,2
Maritimo,Boavista,2025-04-06,1.81,2.52,3.47,?
Chelsea,Liverpool,2025-04-14,2.72,3.36,2.49,?
AC Milan,Napoli,2025-02-17,3.29,3.2,2.38,2
Santos,Gremio,2025-04-16,2.62,2.85,2.28,?
Valencia,Villarreal,2025-03-25,2.18,2.56,1.51,?
Everton,Newcastle United,2025-02-20,2.12,3.41,2.88,2
Bologna,Sampdoria,2025-03-02,1.96,3.31,3.18,X
Palmeiras,São Paulo,2025-03-26,1.9,3.48,1.78,?
Roma,Napoli,2025-04-09,1.93,2.69,2.16,?
Juventus,Roma,2025-03-21,1.83,2.86,1.96,?
Napoli,Lazio,2025-02-18,2.99,3.18,1.71,X
Real Madrid,Valencia,2025-02-17,3.14,3.18,3.31,2
Roma,Napoli,2025-04-11,2.0,2.82,1.84,?
Atlético Madrid,Sevilla,2025-04-02,1.91,2.58,2.45,?
Barcelona,Atletico Madrid,2025-04-10,2.97,3.05,3.17,?
Lazio,Inter,2025-03-05,3.03,2.5,1.57,1
AC Milan,Napoli,2025-02-24,2.44,3.14,2.21,X
Real Madrid,Valencia,2025-03-17,2.16,3.26,1.79,X
RB Leipzig,Wolfsburg,2025-03-10,2.38,3.12,2.23,1
Juventus,Roma,2025-03-07,2.74,3.07,2.18,1
RB Leipzig,Wolfsburg,2025-03-07,2.05,3.28,2.42,X
Boca Juniors,River Plate,2025-03-24,1.92,3.03,3.03,?
Benfica,Portimonense,2025-04-16,1.77,2.99,2.17,?
Bayer Leverkusen,Bayern Munich,2025-02-21,1.66,3.17,3.33,2
VfB Stuttgart,Borussia Dortmund,2025-03-28,2.0,2.62,2.76,?
Palmeiras,São Paulo,2025-02-23,2.31,2.73,2.73,1
Juventus,Roma,2025-02-20,1.78,3.09,2.64,2
Paris Saint-Germain,Marseille,2025-04-04,2.44,3.39,2.87,?
Villarreal,Real Betis,2025-04-08,3.31,2.82,2.55,?
Barcelona,Atletico Madrid,2025-03-15,2.22,2.84,2.78,X
Atlético Madrid,Sevilla,2025-02-18,1.85,3.46,2.0,2
Bayern Munich,Borussia Dortmund,2025-03-05,2.89,3.34,3.01,2
Valencia,Villarreal,2025-03-20,3.2,2.91,3.11,?
Tottenham,West Ham United,2025-03-28,3.01,2.87,1.67,?
Parma,Verona,2025-02-16,2.44,2.86,2.78,2
Manchester City,Chelsea,2025-02-26,2.82,3.02,2.5,1
AC Milan,Napoli,2025-04-16,1.92,2.93,2.27,?
Udinese,Salernitana,2025-02-19,2.41,2.73,3.4,X
RB Leipzig,Wolfsburg,2025-03-11,2.92,2.72,1.57,X
Rangers,Aberdeen,2025-02-28,3.02,3.19,1.83,1
Benfica,Portimonense,2025-03-28,2.26,2.89,2.46,?
Palmeiras,Corinthians,2025-03-06,1.54,2.97,1.86,X
AC Milan,Napoli,2025-03-24,2.12,2.98,2.16,?
FC Porto,Sporting CP,2025-02-20,1.84,2.62,1.7,X
Arsenal,Tottenham,2025-02-21,2.99,2.66,1.94,1
FC Porto,Sporting CP,2025-03-31,1.76,3.31,3.47,?
Boca Juniors,River Plate,2025-03-24,3.34,2.64,2.82,?
Flamengo,Vasco da Gama,2025-02-23,3.26,3.33,2.15,X
Juventus,Roma,2025-03-13,3.47,3.38,2.24,2
VfB Stuttgart,Borussia Dortmund,2025-02-17,2.89,3.14,2.05,1
Rangers,Aberdeen,2025-04-02,3.43,2.96,1.89,?
RB Leipzig,Wolfsburg,2025-03-11,2.28,3.44,1.68,2
Benfica,Portimonense,2025-03-20,2.74,2.73,2.54,?
Lazio,Fiorentina,2025-03-20,1.75,3.12,1.85,?
Corinthians,Fluminense,2025-04-04,3.27,3.22,2.9,?
Udinese,Salernitana,2025-04-06,2.12,3.01,2.09,?
Palmeiras,Corinthians,2025-03-06,1.81,2.63,3.12,2
Atlético Madrid,Sevilla,2025-02-17,3.07,2.62,1.97,1
AC Milan,Juventus,2025-04-17,1.9,3.43,2.54,?
Manchester City,Chelsea,2025-04-11,1.73,2.84,1.8,?
Benfica,Portimonense,2025-04-06,1.8,2.88,3.22,?
Celtic,Rangers,2025-03-07,2.8,2.7,2.53,1
Santos,Gremio,2025-03-08,3.32,3.46,3.06,X
AC Milan,Juventus,2025-04-08,2.82,3.34,1.68,?
Bayern Munich,Borussia Dortmund,2025-03-14,1.73,2.61,2.07,X
Real Madrid,Valencia,2025-03-20,3.41,2.84,2.0,?
Lazio,Fiorentina,2025-03-05,1.73,2.75,1.83,2
Milan,Inter,2025-04-15,1.99,3.0,2.4,?
Sevilla,Real Betis,2025-03-14,2.93,2.61,2.13,1
Real Madrid,Valencia,2025-02-26,2.61,3.24,2.31,X
Chelsea,Liverpool,2025-03-06,1.56,3.13,2.19,X
Benfica,Portimonense,2025-04-09,2.37,2.52,2.83,?
Celtic,Rangers,2025-03-19,2.7,3.31,2.45,?
Villarreal,Real Betis,2025-03-23,1.53,3.41,1.64,?
Bologna,Sampdoria,2025-03-30,3.48,3.14,2.24,?
Barcelona,Real Madrid,2025-04-11,2.53,2.51,3.43,?
São Paulo,Internacional,2025-03-10,1.55,2.66,2.25,2
Parma,Verona,2025-03-31,2.32,3.45,1.99,?
Lazio,Fiorentina,2025-04-15,1.55,2.88,1.71,?
Atlético Madrid,Sevilla,2025-04-06,2.65,3.12,1.8,?
Corinthians,Fluminense,2025-03-05,1.99,3.02,1.64,2
Valencia,Villarreal,2025-02-27,2.63,3.3,3.32,2
Fluminense,Sao Paulo,2025-03-31,3.26,2.54,2.37,?
AC Milan,Napoli,2025-03-23,1.61,3.46,1.86,?
AC Milan,Juventus,2025-03-31,1.69,3.39,2.18,?
Lazio,Fiorentina,2025-02-27,2.22,3.39,1.96,X
Fluminense,Sao Paulo,2025-03-17,3.26,2.91,2.66,2
Palmeiras,São Paulo,2025-04-17,3.2,2.86,3.15,?
Benfica,Portimonense,2025-03-13,1.88,3.49,3.06,X
Manchester City,Chelsea,2025-03-31,1.99,2.67,3.25,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-01,3.45,2.59,1.8,2
AC Milan,Juventus,2025-02-21,3.43,2.93,2.96,2
AC Milan,Juventus,2025-04-07,3.3,2.57,3.28,?
Corinthians,Flamengo,2025-04-17,2.34,3.04,2.51,?
Vélez Sarsfield,Boca Juniors,2025-03-08,2.31,2.86,2.45,1
RB Leipzig,Wolfsburg,2025-04-01,3.26,2.7,2.94,?
Marseille,Nice,2025-02-23,3.45,2.76,3.0,2
Milan,Inter,2025-04-02,2.85,2.66,3.45,?
Tottenham,West Ham United,2025-03-02,1.83,3.42,2.37,X
Bologna,Sampdoria,2025-04-01,2.64,2.51,2.11,?
Chelsea,Liverpool,2025-03-15,1.9,3.05,3.08,2
Tottenham,West Ham United,2025-02-20,2.76,3.18,2.25,X
Bologna,Sampdoria,2025-04-14,1.79,2.85,2.95,?
Barcelona,Atletico Madrid,2025-04-11,2.71,3.29,1.71,?
Santos,Gremio,2025-02-28,2.83,3.32,3.2,2
Lazio,Inter,2025-03-21,1.74,2.96,2.22,?
Bayer Leverkusen,Bayern Munich,2025-03-14,2.0,2.95,2.75,2
Paris Saint-Germain,Marseille,2025-03-16,2.61,2.87,3.22,1
Villarreal,Real Betis,2025-03-10,3.39,3.3,3.23,X
Real Madrid,Valencia,2025-03-19,3.49,3.06,1.67,?
Real Sociedad,Athletic Bilbao,2025-03-01,3.12,2.77,3.37,1
Juventus,Roma,2025-02-28,3.29,2.63,2.13,2
São Paulo,Internacional,2025-02-17,2.96,3.4,2.98,2
Fiorentina,Atalanta,2025-03-01,2.38,3.26,3.19,X
Palmeiras,Corinthians,2025-04-02,2.55,3.35,1.87,?
Hellas Verona,Torino,2025-04-07,1.75,2.79,1.6,?
Roma,Napoli,2025-04-08,3.12,3.31,3.37,?
Boca Juniors,River Plate,2025-03-28,2.78,2.83,1.58,?
Villarreal,Real Betis,2025-04-05,2.51,2.91,2.92,?
Udinese,Salernitana,2025-02-16,2.96,3.43,2.17,1
Real Madrid,Valencia,2025-02-21,2.09,2.52,2.56,2
Boca Juniors,River Plate,2025-02-20,1.93,2.5,3.14,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-13,1.65,3.19,2.48,?
Barcelona,Atletico Madrid,2025-02-20,2.18,3.01,3.25,X
Marseille,Nice,2025-03-28,2.66,3.06,2.59,?
Udinese,Salernitana,2025-03-19,2.59,2.61,1.82,?
Monza,Spezia,2025-03-24,2.77,3.14,3.3,?
AC Milan,Napoli,2025-03-14,2.48,3.28,3.28,2
Fluminense,Sao Paulo,2025-04-03,1.63,3.22,2.34,?
Valencia,Villarreal,2025-02-22,3.25,2.55,1.9,2
Boca Juniors,River Plate,2025-03-11,3.25,2.52,3.08,2
Santos,Gremio,2025-04-08,3.37,2.91,2.34,?
Lyon,Lille,2025-04-16,2.71,3.17,2.56,?
Manchester City,Chelsea,2025-03-23,2.83,2.88,2.43,?
Corinthians,Flamengo,2025-02-19,3.18,2.59,3.03,1
Bayern Munich,Borussia Dortmund,2025-03-01,3.31,2.54,3.35,2
Corinthians,Flamengo,2025-03-25,1.89,3.26,1.57,?
Everton,Newcastle United,2025-04-15,2.1,3.1,1.78,?
Corinthians,Fluminense,2025-03-31,1.62,2.91,1.56,?
Chelsea,Liverpool,2025-03-08,1.53,3.36,2.65,1
Arsenal,Tottenham,2025-03-21,2.95,2.98,3.04,?
Torino,Cagliari,2025-04-16,2.44,3.05,1.66,?
Lyon,Lille,2025-04-08,2.09,2.62,1.75,?
Santos,Gremio,2025-03-23,2.21,2.52,2.77,?
Tottenham,West Ham United,2025-03-25,3.48,3.32,1.6,?
São Paulo,Internacional,2025-03-06,2.37,2.95,3.3,2
Udinese,Salernitana,2025-04-08,2.16,3.31,3.06,?
AC Milan,Juventus,2025-03-17,1.66,3.12,1.8,X
Boca Juniors,River Plate,2025-04-08,1.94,2.84,2.09,?
Manchester United,Manchester City,2025-03-02,2.91,2.64,2.08,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-13,2.04,2.66,2.31,2
Persebaya,Arema FC,2025-03-12,1.87,3.31,1.71,2
Torino,Cagliari,2025-03-11,3.32,3.18,3.41,1
Lyon,Lille,2025-04-06,2.32,2.59,1.55,?
São Paulo,Internacional,2025-03-29,2.23,2.96,1.65,?
Parma,Verona,2025-04-11,2.8,3.31,1.59,?
Corinthians,Flamengo,2025-02-27,2.48,2.76,3.48,X
Fluminense,Sao Paulo,2025-03-28,2.18,3.25,2.72,?
Napoli,Lazio,2025-03-12,3.45,3.04,3.17,2
Palmeiras,São Paulo,2025-02-24,3.39,3.11,2.04,2
PSG,Lyon,2025-03-06,2.61,2.84,2.94,X
Real Madrid,Valencia,2025-03-15,2.37,2.66,2.91,2
Barcelona,Atletico Madrid,2025-03-11,1.95,2.86,3.06,1
Leeds United,Aston Villa,2025-04-13,2.78,2.94,2.94,?
Torino,Cagliari,2025-02-28,2.42,2.51,3.39,1
Atlético Madrid,Sevilla,2025-04-17,2.5,3.46,3.06,?
Udinese,Salernitana,2025-04-08,2.88,3.04,1.73,?
Rangers,Aberdeen,2025-03-28,3.23,2.96,2.03,?
Rangers,Aberdeen,2025-03-15,2.16,3.44,2.4,X
Maritimo,Boavista,2025-03-20,2.13,3.48,1.69,?
FC Porto,Sporting CP,2025-03-30,2.42,3.28,3.2,?
Persebaya,Arema FC,2025-02-23,3.44,2.91,1.66,1
Hellas Verona,Torino,2025-03-28,1.58,2.79,2.83,?
Palmeiras,São Paulo,2025-04-15,1.65,2.89,2.48,?
Sevilla,Real Betis,2025-04-11,1.72,3.31,3.02,?
Chelsea,Liverpool,2025-03-29,1.56,3.11,2.92,?
Villarreal,Real Betis,2025-02-27,2.26,3.15,3.24,X
Flamengo,Vasco da Gama,2025-02-22,2.87,3.15,2.7,1
Torino,Cagliari,2025-03-06,1.66,3.15,2.96,2
Boca Juniors,River Plate,2025-04-13,2.22,2.7,3.02,?
Villarreal,Real Betis,2025-03-03,1.62,2.9,3.32,2
PSG,Lyon,2025-02-21,1.93,3.1,2.4,2
São Paulo,Internacional,2025-04-03,2.95,2.71,1.61,?
Chelsea,Liverpool,2025-03-02,1.62,2.81,2.93,2
Bayern Munich,Borussia Dortmund,2025-03-05,2.5,3.1,1.89,2
Bologna,Sampdoria,2025-03-14,2.48,3.21,1.95,2
Manchester City,Chelsea,2025-03-28,3.47,2.78,1.82,?
Arsenal,Tottenham,2025-03-30,2.67,2.82,3.47,?
VfB Stuttgart,Borussia Dortmund,2025-04-10,1.56,2.72,1.96,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-20,1.7,2.84,3.04,X
Paris Saint-Germain,Marseille,2025-04-11,3.33,3.33,2.99,?
Boca Juniors,River Plate,2025-03-07,2.5,3.35,2.8,2
Juventus,Roma,2025-03-02,1.87,3.38,2.29,2
Boca Juniors,River Plate,2025-03-30,1.89,3.2,2.17,?
Lyon,Lille,2025-04-12,3.31,2.6,2.55,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-11,2.52,2.54,2.57,?
Corinthians,Fluminense,2025-04-07,2.63,2.72,1.98,?
Barcelona,Real Madrid,2025-03-11,3.45,2.56,2.19,2
Maritimo,Boavista,2025-02-26,2.14,2.78,2.34,1
Persebaya,Arema FC,2025-02-18,1.56,3.39,2.62,X
Bayern Munich,Borussia Dortmund,2025-03-09,2.3,2.96,2.61,1
Boca Juniors,River Plate,2025-04-06,1.5,2.54,3.15,?
Barcelona,Real Madrid,2025-04-09,3.31,2.57,2.01,?
Fiorentina,Atalanta,2025-02-21,3.25,3.04,2.5,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-24,1.71,2.62,2.52,?
Paris Saint-Germain,Marseille,2025-02-24,1.68,2.84,2.06,2
PSG,Lyon,2025-03-31,1.93,3.05,2.18,?
Paris Saint-Germain,Marseille,2025-03-19,2.52,2.81,1.99,?
Lyon,Lille,2025-03-24,1.77,3.47,2.92,?
RB Leipzig,Wolfsburg,2025-03-19,2.96,3.38,3.03,?
Parma,Verona,2025-04-12,1.88,2.55,1.74,?
Everton,Newcastle United,2025-02-20,1.8,2.97,2.14,1
Palmeiras,Corinthians,2025-03-13,1.75,3.15,1.74,1
Parma,Verona,2025-04-01,1.51,2.6,2.53,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-22,2.32,3.26,3.48,?
AC Milan,Juventus,2025-03-27,2.11,3.43,2.9,?
Barcelona,Atletico Madrid,2025-03-22,3.35,3.31,3.22,?
Barcelona,Real Madrid,2025-03-06,1.66,3.01,3.5,2
Benfica,Portimonense,2025-03-29,2.5,3.36,2.34,?
Arsenal,Tottenham,2025-03-26,1.95,2.53,2.68,?
Atlético Madrid,Sevilla,2025-03-11,2.88,3.1,3.5,1
Rangers,Aberdeen,2025-04-09,3.2,2.73,2.63,?
AC Milan,Napoli,2025-03-31,2.88,2.78,2.31,?
Fluminense,Sao Paulo,2025-04-06,1.92,2.67,2.02,?
Sassuolo,Empoli,2025-04-05,2.76,3.35,2.29,?
Fluminense,Sao Paulo,2025-02-28,1.7,3.22,2.0,X
Corinthians,Flamengo,2025-03-25,3.37,3.32,1.95,?
Fluminense,Sao Paulo,2025-02-24,1.88,3.11,2.6,2
Bologna,Sampdoria,2025-02-19,2.06,2.65,2.34,2
Napoli,Lazio,2025-03-04,3.25,2.91,3.24,2
Everton,Newcastle United,2025-02-18,2.02,2.64,2.67,2
PSG,Lyon,2025-03-27,2.29,3.32,2.42,?
Parma,Verona,2025-04-10,2.57,2.83,2.12,?
Juventus,Roma,2025-02-17,3.33,3.4,2.54,2
Palmeiras,São Paulo,2025-03-17,2.96,2.51,2.47,2
Palmeiras,Corinthians,2025-02-20,3.1,2.8,3.02,X
Sevilla,Real Betis,2025-02-21,1.96,2.91,2.32,2
Maritimo,Boavista,2025-02-22,3.29,2.59,1.92,2
Bologna,Sampdoria,2025-03-19,3.22,2.8,3.16,?
Fiorentina,Atalanta,2025-03-07,2.29,3.46,3.1,X
Palmeiras,São Paulo,2025-04-12,2.02,3.1,3.0,?
Paris Saint-Germain,Marseille,2025-04-11,1.7,2.68,1.77,?
RB Leipzig,Wolfsburg,2025-03-14,3.17,3.31,1.56,2
Paris Saint-Germain,Marseille,2025-03-17,2.43,2.79,1.68,1
Rangers,Aberdeen,2025-03-02,3.49,3.42,1.92,X
Maritimo,Boavista,2025-02-21,3.46,2.54,1.69,2
Hellas Verona,Torino,2025-04-04,1.84,2.8,1.64,?
Juventus,Roma,2025-03-17,2.17,2.64,1.91,X
Chelsea,Liverpool,2025-03-28,3.16,2.75,1.57,?
Arsenal,Tottenham,2025-03-02,1.51,2.68,3.08,1
Lyon,Lille,2025-03-31,1.93,3.25,1.65,?
FC Porto,Sporting CP,2025-03-07,1.88,3.23,2.18,X
Tottenham,West Ham United,2025-03-05,3.29,3.43,1.88,1
Rangers,Aberdeen,2025-03-16,1.62,3.11,2.94,1
Celtic,Rangers,2025-04-05,1.76,3.09,3.47,?
Leeds United,Aston Villa,2025-02-25,3.05,2.57,2.74,2
Lyon,Lille,2025-04-16,1.97,2.69,2.4,?
Palmeiras,São Paulo,2025-03-14,2.48,2.67,2.81,1
Marseille,Nice,2025-04-12,2.28,2.82,2.64,?
Torino,Cagliari,2025-04-17,2.08,2.9,2.57,?
Juventus,Roma,2025-03-26,2.97,2.73,3.32,?
Manchester United,Manchester City,2025-04-10,1.77,3.0,3.32,?
Sevilla,Real Betis,2025-02-17,1.79,2.99,1.74,1
Santos,Gremio,2025-04-04,2.21,3.22,2.57,?
Atlético Madrid,Sevilla,2025-02-27,2.36,3.33,2.63,1
Barcelona,Atletico Madrid,2025-03-09,1.64,3.49,2.95,1
Benfica,Portimonense,2025-04-15,2.53,3.33,1.83,?
Torino,Cagliari,2025-03-07,2.02,2.63,2.02,1
Palmeiras,Corinthians,2025-03-27,2.43,3.14,2.98,?
Hellas Verona,Torino,2025-04-12,2.78,2.79,1.7,?
Lazio,Fiorentina,2025-02-17,1.97,3.06,2.18,1
Corinthians,Fluminense,2025-04-05,1.88,3.39,3.17,?
Parma,Verona,2025-03-31,1.82,2.69,2.47,?
Tottenham,West Ham United,2025-03-31,3.25,3.26,1.9,?
Juventus,Roma,2025-04-14,1.84,3.06,1.58,?
Manchester City,Chelsea,2025-03-10,2.93,3.21,2.56,X
Corinthians,Flamengo,2025-04-01,2.96,3.11,2.6,?
Vélez Sarsfield,Boca Juniors,2025-03-31,2.5,3.32,1.63,?
Lazio,Fiorentina,2025-03-22,2.6,2.62,2.93,?
Chelsea,Liverpool,2025-03-06,2.76,3.29,1.55,2
AC Milan,Juventus,2025-04-10,2.52,3.35,2.46,?
Lazio,Inter,2025-04-10,2.15,2.89,2.23,?
Corinthians,Flamengo,2025-03-19,2.14,3.28,3.49,?
Celtic,Rangers,2025-04-07,2.24,3.11,3.45,?
Real Madrid,Valencia,2025-02-18,3.48,3.08,2.04,X
Juventus,Roma,2025-04-17,2.01,2.53,1.98,?
Boca Juniors,River Plate,2025-03-29,2.94,3.26,3.26,?
Everton,Newcastle United,2025-03-20,3.38,3.5,1.66,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-19,1.82,2.53,2.86,?
Barcelona,Atletico Madrid,2025-03-28,2.31,3.21,2.3,?
Atlético Madrid,Sevilla,2025-04-12,2.34,2.7,2.76,?
Fiorentina,Atalanta,2025-03-16,3.21,2.51,1.65,1
Fluminense,Sao Paulo,2025-03-29,2.75,2.74,3.42,?
Bayer Leverkusen,Bayern Munich,2025-03-20,3.41,2.71,1.7,?
Fluminense,Sao Paulo,2025-03-23,1.98,3.14,3.4,?
São Paulo,Internacional,2025-02-23,3.22,2.76,2.54,X
AC Milan,Juventus,2025-04-15,2.56,2.97,3.34,?
Torino,Cagliari,2025-04-04,2.68,2.57,1.65,?
Persebaya,Arema FC,2025-03-11,3.06,3.0,2.3,1
Vélez Sarsfield,Boca Juniors,2025-04-06,2.55,2.98,1.8,?
Parma,Verona,2025-03-27,2.59,2.85,2.14,?
Santos,Gremio,2025-03-26,2.4,3.28,2.85,?
AC Milan,Napoli,2025-02-19,2.65,2.65,2.16,X
Leeds United,Aston Villa,2025-04-07,1.92,2.55,1.81,?
VfB Stuttgart,Borussia Dortmund,2025-02-23,2.11,3.35,2.57,1
Lazio,Inter,2025-04-11,2.7,3.18,2.26,?
Everton,Newcastle United,2025-03-20,2.48,3.24,1.5,?
São Paulo,Internacional,2025-02-18,1.88,2.58,2.28,1
Lyon,Lille,2025-03-14,2.43,3.15,2.4,2
Celtic,Rangers,2025-02-19,3.29,3.17,2.62,2
Santos,Gremio,2025-03-26,1.87,2.87,1.54,?
Celtic,Rangers,2025-04-01,3.0,2.86,2.82,?
Persebaya,Arema FC,2025-02-28,2.11,3.08,2.07,1
Manchester City,Chelsea,2025-04-05,2.53,2.63,2.68,?
AC Milan,Napoli,2025-03-24,2.37,3.3,2.33,?
Maritimo,Boavista,2025-03-26,3.16,2.9,1.96,?
Celtic,Rangers,2025-03-22,2.46,3.14,2.19,?
São Paulo,Internacional,2025-03-02,2.37,2.88,1.54,2
Napoli,Lazio,2025-03-31,2.34,2.66,3.16,?
Bayer Leverkusen,Bayern Munich,2025-04-16,1.64,3.36,3.29,?
AC Milan,Napoli,2025-04-08,1.59,3.34,2.92,?
Boca Juniors,River Plate,2025-03-01,2.92,3.07,1.56,2
Maritimo,Boavista,2025-03-25,2.56,2.92,2.16,?
PSG,Lyon,2025-04-06,1.9,2.91,3.36,?
São Paulo,Internacional,2025-03-30,2.9,3.12,1.95,?
Monza,Spezia,2025-03-25,1.69,3.49,1.78,?
Arsenal,Tottenham,2025-03-10,3.45,3.31,2.22,1
Sevilla,Real Betis,2025-04-08,2.47,2.78,2.57,?
Sassuolo,Empoli,2025-03-07,3.26,2.92,2.97,X
Hellas Verona,Torino,2025-03-02,3.24,3.11,2.59,1
Celtic,Rangers,2025-04-15,2.06,3.43,3.42,?
RB Leipzig,Wolfsburg,2025-03-14,3.19,2.59,1.56,1
Bayern Munich,Borussia Dortmund,2025-03-01,2.26,3.34,1.75,X
Benfica,Portimonense,2025-03-08,3.25,2.79,3.12,1
Tottenham,West Ham United,2025-02-27,2.51,2.75,1.87,1
Maritimo,Boavista,2025-03-09,1.73,3.19,2.24,1
Flamengo,Vasco da Gama,2025-03-29,2.78,2.94,1.51,?
Lazio,Inter,2025-03-14,3.47,2.6,2.4,1
Arsenal,Tottenham,2025-04-02,2.97,3.4,3.43,?
Chelsea,Liverpool,2025-02-26,2.19,2.72,1.91,X
Valencia,Villarreal,2025-03-09,2.97,3.5,2.82,2
Real Madrid,Valencia,2025-03-29,3.21,3.32,3.03,?
Manchester United,Manchester City,2025-03-28,2.5,2.82,3.19,?
Corinthians,Flamengo,2025-03-28,2.89,3.25,1.87,?
Manchester City,Chelsea,2025-03-25,2.68,3.14,1.85,?
Roma,Napoli,2025-03-02,1.95,3.14,2.17,1
Hellas Verona,Torino,2025-03-11,1.71,2.77,1.7,X
AC Milan,Napoli,2025-03-23,1.93,3.17,2.33,?
Chelsea,Liverpool,2025-02-19,2.53,2.76,3.07,X
Tottenham,West Ham United,2025-04-02,1.51,3.38,3.18,?
Flamengo,Vasco da Gama,2025-02-17,1.54,2.7,1.69,2
Fluminense,Sao Paulo,2025-03-15,3.01,3.24,2.14,2
PSG,Lyon,2025-04-16,2.79,2.68,2.89,?
FC Porto,Sporting CP,2025-04-06,3.44,3.01,2.19,?
Flamengo,Vasco da Gama,2025-02-26,2.75,2.7,1.71,2
Manchester United,Manchester City,2025-03-28,1.54,3.4,2.41,?
Barcelona,Real Madrid,2025-04-01,1.99,2.69,2.5,?
Valencia,Villarreal,2025-04-16,2.15,2.89,2.06,?
Fiorentina,Atalanta,2025-03-02,1.66,2.72,2.03,1
Leeds United,Aston Villa,2025-02-25,3.22,3.23,3.08,X
Rangers,Aberdeen,2025-02-18,2.71,2.63,2.69,1
Fiorentina,Atalanta,2025-03-07,3.48,2.93,3.25,1
Marseille,Nice,2025-04-02,3.33,3.28,3.15,?
Corinthians,Flamengo,2025-03-27,2.14,2.66,1.79,?
Lyon,Lille,2025-04-17,2.81,2.96,3.44,?
Sevilla,Real Betis,2025-02-24,2.23,3.12,2.2,1
Fiorentina,Atalanta,2025-03-05,3.2,2.93,3.1,2
RB Leipzig,Wolfsburg,2025-03-09,1.52,3.32,2.21,1
Bologna,Sampdoria,2025-04-13,2.52,2.76,1.79,?
Everton,Newcastle United,2025-04-10,3.03,2.79,2.31,?
Paris Saint-Germain,Marseille,2025-02-23,1.97,3.22,1.64,2
Paris Saint-Germain,Marseille,2025-04-09,2.79,3.16,2.67,?
Manchester United,Manchester City,2025-02-28,2.47,3.06,1.61,2
Vélez Sarsfield,Boca Juniors,2025-04-07,2.04,2.92,3.01,?
RB Leipzig,Wolfsburg,2025-03-04,2.64,2.5,2.09,X
Palmeiras,Corinthians,2025-03-25,1.76,2.6,3.06,?
Milan,Inter,2025-04-16,3.37,2.87,3.36,?
FC Porto,Sporting CP,2025-02-23,3.14,3.16,3.13,X
Celtic,Rangers,2025-02-27,2.34,2.67,2.2,1
Torino,Cagliari,2025-04-10,2.68,3.4,2.08,?
Milan,Inter,2025-03-08,3.48,3.28,2.13,X
Leeds United,Aston Villa,2025-02-24,3.06,2.81,3.41,2
Sevilla,Real Betis,2025-02-16,1.76,2.69,1.96,1
Juventus,Roma,2025-04-05,3.09,2.86,2.8,?
Leeds United,Aston Villa,2025-04-06,2.57,2.76,2.02,?
